,Incident ID,Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Details,DateTime
256,254,2003,9,8,Afghanistan,Ghazni,,,0,5,0,0,0,0,4,1,0,5,0,0,0,0,4,1,0,5,0,0,5,Unknown,Ambush,Unknown,33.5448968,68.4132108,"4 INGO national staff killed and 1 national staff wounded when ambushed in Ghazni, Sept 8.",2003-09-08
257,253,2003,9,21,Iraq,,,"Road, between Erbil and Mosul",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road ,36.335,43.11889,1 UN national staff killed in convoy attacked Sept 21 (non-UN vehicles with UN shipment) on road between Erbil and Mosul.,2003-09-21
262,264,2003,10,3,Sudan,Central/Nuba mountains,,"Road, from Kauda to Karkar",0,10,0,0,0,0,8,2,0,10,0,0,0,0,8,2,0,10,0,0,10,Landmine,Ambush,Road ,12,30.75,"8 INGO national staff killed, 2 national staff wounded when their vehicle hit a mine on the road from Kauda to Karkar, Oct 3.",2003-10-03
263,262,2003,10,28,Iraq,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bombing ,Individual,Office,33.0955793,44.1749775,"1 INGO national staff injured by explosive in office, Oct 28. Victim's son also injured.",2003-10-28
266,267,2003,11,4,Iraq,,,Airport in Baghdad (en route to),0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Landmine,Ambush,Road ,33.3024248,44.3787992,"1 NGO national staff injured by landmine en route to airport in Baghdad, Nov 4.",2003-11-04
267,266,2003,11,7,Burundi,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Home ,-3.3634357,29.8870575,"One UN national staff shot and killed in his home, Nov 7.",2003-11-07
268,268,2003,11,9,Iraq,,,Between Basra and Safwan,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,30.1125,47.71773,"1 NGO national staff wounded when vehicle fired on between Basra and Safwan, Nov 9.",2003-11-09
269,270,2003,11,20,Philippines,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting (small arms , Combat (or police operations) ,Unknown,12.7503486,122.7312101,"1 INGO national staff wounded when caught in cross fire between police and robbery suspects, Nov 20. Husband also wounded.",2003-11-20
270,273,2003,12,4,Iraq,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Shooting (small arms ,Individual,Home ,33.0955793,44.1749775,"1 INGO international staff wounded when shot three times at their residence, Dec 4.",2003-12-04
271,271,2003,12,18,Angola,,,,0,7,0,0,0,0,6,1,0,7,0,0,0,0,6,1,0,7,7,0,0,Landmine,Ambush,Road ,-11.8775768,17.5691241,"6 INGO national staff killed and 1 national staff wounded by landmine, Dec 18.",2003-12-18
272,272,2003,12,27,Somalia,Lower Juba,,Marere,0,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,2,0,0,2,Kidnapping ,Raid,Office,0.44701,42.69699,"1 INGO national staff killed and 1 national staff kidnapped and escaped when they were caught up in armed attack/robbery of Somali organization AFREC in Marere, Dec 27.",2003-12-27
279,283,2004,2,9,Iraq,,,Between Basrah and Safwan,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road ,30.1125,47.71773,"1 NGO national staff shot and wounded when vehicle ambushed in attempted hijacking between Basrah and Safwan, Feb 9.",2004-02-09
280,279,2004,2,14,Afghanistan,Farah,,,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,4,Unknown,Ambush,Unknown,32.607111,62.671011,"4 NGO national staff staff killed in Farah ambush, Feb 14.",2004-02-14
281,280,2004,2,25,Afghanistan,Kabul ,,,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,Unknown,Ambush,Unknown,34.5197058,69.1624302,"5 NGO national staff killed in ambush northeast of Kabul, Feb 25.",2004-02-25
284,284,2004,3,7,Afghanistan,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,33.93911,67.709953,"1 RC national staff shot dead in ambush, March 7.",2004-03-07
288,292,2004,4,8,Iraq,,,"Road, near Ramadi",0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,Kidnapping ,Ambush,Road ,33.42056,43.30778,"2 INGO international (Japanese) stafff kidnapped on road near Ramadi by Saraya al Mujahideen, April 8.",2004-04-08
289,291,2004,4,8,Iraq,,,,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,Kidnapping ,Unknown,Unknown,33.0955793,44.1749775,"1 donor agency international staff kidnapped and 1 INGO international (Israeli) staff , later released.",2004-04-08
290,289,2004,4,10,Iraq,Nineveh ,,Mosul,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Individual,Unknown,36.3466059,43.127008,"1 RC national staff assassinated in Mosul, April 10 (wife also killed).",2004-04-10
291,293,2004,4,14,Iraq,,,near Fallujah,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,Kidnapping ,Unknown,Unknown,33.35581,43.78612,1 NGO international staff kidnapped near Fallujah on April 14; released next day.,2004-04-14
294,296,2004,5,18,Afghanistan,Balkh,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,36.7581256,66.8980826,"1 NGO national staff murdered in Balkh, May 18.",2004-05-18
295,297,2004,5,23,Afghanistan,Samangan,,,0,0,3,0,0,0,2,1,0,3,0,0,0,0,2,1,0,3,0,0,3,Landmine,Ambush,Road ,36,67.666667,"2 NGO national staff killed, 1 national staff injured when vehicle hit landmine in Samangan, May 23.",2004-05-23
300,302,2004,6,2,Afghanistan,Badghis,,,0,5,0,0,0,0,2,0,0,2,3,0,0,3,5,0,0,5,0,0,5,Unknown,Ambush,Road ,35,63.75,"3 INGO international and 2 national staff killed when vehicle ambushed in Badghis, June 2. The organization said it was suspending all activity across the country.",2004-06-02
301,308,2004,6,16,Pakistan,Punjab,,Near Maryan ,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,1,1,0,Shooting (small arms ,Ambush,Road ,29.30349,70.89848,"2 NGO national staff seriously injured when five unidentified armed men opened fire on their vehicel near Maryan, June 16.",2004-06-16
302,305,2004,6,18,DR Congo,Maniema,,Kasongo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily,Detention,Custody (official forces,-4.4269024,26.6661699,"1 INGO national staff detained and severely beaten by a police commander in Kasongo, June 18.",2004-06-18
303,307,2004,6,19,Uganda,Northern Uganda,Kitgum,about 15 km north of Kitgum,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Unknown,Ambush,Road ,2.75,32.9,"2 INGO national staff killed when food convoy to South Sudan ambushed by LRA about 15 km north of Kitgum town, June 19.",2004-06-19
304,301,2004,6,22,Chechnya,,Nazranovsky,Nazran,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Individual,Unknown,43.25,45.83333,"1 UN national staff shot and killed in Nazran, June 22.",2004-06-22
305,304,2004,6,24,Iraq,,,,0,0,3,0,0,0,2,1,0,3,0,0,0,0,2,1,0,3,3,0,0,Unknown,Raid,Office,33.0955793,44.1749775,"2 NGO national staff killed, 1 national staff wounded in NGO office attack, June 24.",2004-06-24
307,310,2004,7,30,Iraq,Najaf,,,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,4,Kidnap-killing,Individual,Unknown,32.0010227,44.3299926,"4 NGO national staff tortured and killed by army of Al Mahdi in Najaf, July 30.",2004-07-30
311,316,2004,8,12,Sudan,Darfur,,Kalma camp,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,Unknown,Individual,Project site ,11.329444,25.08565623,"1 INGO national staff killed and 1 national staff wounded in attack on IDPs in Kalma camp, Aug 12. Victim killed was alleged by the IDPs to be a major leader of Janjaweed.",2004-08-12
312,313,2004,8,26,Iraq,Najaf,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Unknown,Unknown,32.0010227,44.3299926,"1 UN national staff shot and killed in Najaf, Aug 26.",2004-08-26
313,314,2004,8,30,Iraq,,,Road from Baghdad to Najaf,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,4,Unknown,Ambush,Road ,31.9892,44.3291,"4 RC national staff wounded when convoy attacked on road from Baghdad to Najaf, Aug 30.",2004-08-30
316,318,2004,9,7,Iraq,Baghdad,,,0,4,0,0,0,0,0,0,2,2,0,0,2,2,0,0,4,4,1,3,0,Kidnapping ,Raid,Office,33.3024248,44.3787992,"Two INGO international (Italian) staff and two national staff were kidnapped from their office. All four were released three weeks later, on 28 September 2004.",2004-09-07
317,322,2004,9,14,Haiti,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Road ,19.1399952,-72.3570972,"1 INGO national staff shot and wounded when victim happened upon an armed robbery of a bus, Sept 14.",2004-09-14
321,324,2004,10,3,DR Congo,North Kivu,,Goma,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Unknown,Unknown,1.658501,29.220455,"1 UN national staff shot and killed in Goma, Oct 3.",2004-10-03
322,325,2004,10,10,Occupied Palestinian Territories,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,31.649741,35.162072,1 UN national staff killed in explosion.,2004-10-10
332,334,2004,12,5,Afghanistan,Kabul ,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,34.5197058,69.1624302,"1 INGO international (Japanese) staff killed in Kabul, Dec 5.",2004-12-05
333,335,2004,12,12,Sudan,Darfur,,South,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Shooting (small arms ,Ambush,Road ,11.329444,25.08565623,"2 INGO national staff shot and killed during an attack on a convoy of humanitarian vehicles in South Darfur, Dec 12.",2004-12-12
334,337,2004,12,16,Sudan,Darfur,,South,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping ,Ambush,Road ,16,30,"3 INGO national staff kidnapped at gunpoint in rebel-held Labado, South Darfur, Dec 16.",2004-12-16
335,338,2004,12,18,Kenya,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Ambush,Unknown,1.4419683,38.4313975,"1 INGO national staff killed in ambush by bandits in North Korea, Dec 18.",2004-12-18
340,345,2005,1,6,Sudan,West Darfur,,from Mornei to Geneina,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,13.4263009,22.6574884,"1 staff contracted by the UN was killed when unidentified gunman attacked an empty, 6-vehicle convoy contracted by UN returning from Mornei to Geneina in West Darfur, Jan 6.",2005-01-06
341,344,2005,1,10,Zimbabwe,,,Harare,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,Bodily,Ambush,Road ,-17.8317726,31.0456859,"1 UN international (Anglo-Swiss) staff stabbed in roadside assault in Harare, Jan 10.",2005-01-10
342,346,2005,1,13,Iraq,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Kidnap-killing,Unknown,Unknown,33.0955793,44.1749775,"1 ICRC national staff kidnapped, Jan 13; later found dead.",2005-01-13
343,349,2005,1,21,Sudan,West Darfur,,Seleia,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Raid,Unknown,13.4263009,22.6574884,"1 INGO national staff killed when a large group of armed tribesman attacked Seleia in West Darfur, Jan 21. A violent confrontation ensued in which civilians were killed, including the guard.",2005-01-21
345,677,2005,2,21,Sudan,Darfur,,,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,7,Kidnapping ,Ambush,Project site ,11.329444,25.08565623,7 INGO national staff and three vehicles abducted during a food distribution. The incident lasted slightly more than 24 hours. Head of INGO office managed to negotiate their release with no injuries or ransom.,2005-02-21
346,350,2005,2,23,Afghanistan,Helmand,,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Unknown,Unknown,Unknown,31.341322,63.993456,"2 NGO national staff murdered in Helmand, Feb 23.",2005-02-23
349,353,2005,3,8,Afghanistan,Farah,,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Unknown,Unknown,Unknown,32.607111,62.671011,"2 NGO national staff killed in attack in Farah, March 8.",2005-03-08
350,354,2005,3,10,Sudan,Darfur,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Ambush,Road ,11.329444,25.08565623,"1 INGO national staff beaten when vehicle ambushed and robbed, March 10.",2005-03-10
351,356,2005,3,22,Sudan,Darfur,,South,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting (small arms ,Ambush,Road ,16,30,"1 donor agency international staff shot and seriously wounded when convoy attacked in South Darfur, May 22. First such incident for this organization's personnel.",2005-03-22
355,362,2005,4,13,Afghanistan,Baghlan,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,35.75,69,"1 NGO national staff killed in Baghlan, April 13.",2005-04-13
356,358,2005,4,14,Sudan,West Darfur,,Krenik,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,Bodily,Individual,Project site ,13.4263009,22.6574884,"2 INGO national staff seriously assaulted and injured during NFI distribution in Krenik, West Darfur, April 14. Possibly linked to the agency",2005-04-14
357,359,2005,4,15,Sudan,West Darfur,"Jebel Marra, Golo",,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Individual,Unknown,13.5,23.5,"1 INGO national staff shot and killed in Golo, in the Jebel Marra region of West Darfur, April 15. Likely a personal issue, unrelated to work of INGO.",2005-04-15
358,360,2005,4,18,Somalia,,,,0,3,0,0,0,0,1,1,0,2,0,1,0,1,1,2,0,3,0,0,3,Shooting (small arms ,Unknown,Unknown,8.3676771,49.083416,"1 INGO national staffer killed, 1 international staff and 1 national staff wounded in armed attack, April 18.",2005-04-18
363,368,2005,5,1,Sudan,Kassala State,,near Kassala,0,4,0,0,0,0,2,1,1,4,0,0,0,0,2,1,1,4,0,0,4,Kidnapping ,Ambush,Road ,15.45099,36.39998,"2 RC national staff killed, 1 national staff wounded and 1 national staff kidnapped when their vehicle was attacked near the eastern town of Kassala, May 1.",2005-05-01
364,364,2005,5,10,Chad,,,,5,2,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,7,0,0,7,Bodily,"Mob violence, rioting",Project site ,15,19,"5 UN national staff and 2 NGO national staff injured when they were beaten with sticks during protest at refugee camp, May 10.",2005-05-10
365,365,2005,5,12,Sudan,Darfur,,South,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,16,30,"1 locally contracted truck driver for the UN was ambushed and shot dead in South Darfur, May 12.",2005-05-12
370,373,2005,6,1,Afghanistan,Kandahar,Pishin,bridge on the Kandahar-Herat highway,0,7,0,0,0,0,2,5,0,7,0,0,0,0,2,5,0,7,0,0,7,Vehicle-born,Ambush,Road ,31.39686,67.08582,"2 1NGO national staff killed and 5 national staff injured from the by insurgent bomb attack on bridge on the Kandahar-Herat highway, June 1.",2005-06-01
371,374,2005,6,4,Afghanistan,Uruzgan,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,32.627761,65.901625,"1 NGO national staff killed in Uruzgan, June 4.",2005-06-04
372,375,2005,6,7,Afghanistan,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting (small arms ,Individual,Unknown,33.93911,67.709953,"1 NGO national staff shot and killed by unknown assailants in Ghazni, June 7. According to report, killing was to set an example and deter others from working with NGOs.",2005-06-07
373,377,2005,6,14,DR Congo,,,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping ,Ambush,Road ,-2.9814344,23.8222636,"2 INGO national staff kidnapped with vehicle, June 1; released the next day.",2005-06-14
374,379,2005,6,23,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Raid,Home ,14.5844444,29.4917691,"One INGO national staff shot and wounded by group who invaded victim's house, June 23. Motive was ethnic rivalry (victim's wife is an Arab).",2005-06-23
380,386,2005,7,15,Kenya,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Unknown,Unknown,1.4419683,38.4313975,"1 UN national staff shot and killed, July 15.",2005-07-15
381,385,2005,7,23,Sudan,South,,10 km north of Sania Fandu,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Unknown,Ambush,Road ,13.56907,33.56718,"2 INGO national staffkilled when two trucks of an were ambushed and looted 10 km north of Sania Fandu, July 23.",2005-07-23
387,390,2005,9,9,Sudan,Southern Darfur State,,Amar Jadeed Village,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Ambush,Road ,11.329444,25.08565623,"1 UN national staff severely assaulted when two commercial trucks contracted by the UN were ambushed and looted at Amar Gadeed village, north of Manawashi, Sept 9.",2005-09-09
391,496,2005,10,1,Occupied Palestinian Territories,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Unknown,Unknown,31.649741,35.162072,"1 UN national staff killed by gunshot wounds in the West Bank, Oct 1.",2005-10-01
392,394,2005,10,3,Somalia,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Individual,Home ,8.3676771,49.083416,"1 UN national staff shot dead outside residence in by masked men, Oct 3. Unknown motive.",2005-10-03
393,398,2005,10,20,Afghanistan,Faryab,,,0,0,4,0,0,0,1,3,0,4,0,0,0,0,1,3,0,4,0,0,4,Unknown,Unknown,Unknown,35.9261784,64.6237758,"1 NGO national staff killed and 3 national staff wounded in Faryab by suspected Taliban guerrillas, Oct 20.",2005-10-20
394,399,2005,10,25,Uganda,,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Unknown,Ambush,Unknown,1.5333554,32.2166578,"2 INGO national staff wounded in ambush by LRA rebels, Oct 25.",2005-10-25
395,400,2005,10,26,Uganda,,,,0,4,0,0,0,0,2,2,0,4,0,0,0,0,2,2,0,4,0,0,4,Unknown,Ambush,Unknown,1.5333554,32.2166578,"2 INGO national staff killed, 2 national staff wounded (victims from two INGOs) in ambushes by LRA rebels, Oct 26.",2005-10-26
396,401,2005,10,26,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown,Individual,Home ,14.5844444,29.4917691,"1 INGO national staff assaulted and wounded by military men outside victim's residence, Oct 26.",2005-10-26
397,402,2005,10,28,Sudan,Darfur,,,2,6,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,6,Bodily,Ambush,Road ,11.329444,25.08565623,"2 UN national staff and 6 INGO national staff beaten when convoy ambushed in Darfur, Oct 28.",2005-10-28
398,403,2005,10,31,Sudan,South,,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,0,0,2,Unknown,Ambush,Unknown,14.5844444,29.4917691,"1 NGO international (Iraqi) staff and 1 national staff killed from demining group in another LRA ambush, Oct 31.",2005-10-31
401,405,2005,11,16,Somalia,Togdheer,Burao,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Landmine,Ambush,Road ,9.52749,45.537472,"1 UN national staff killed when vehicle hit landmine southwest of Burao, Nov 16.",2005-11-16
406,408,2005,12,1,Kenya,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Bodily,Unknown,Unknown,1.4419683,38.4313975,"1 UN international staff (Somali) killed from head injuries (unspecified malicious act) in Kenya, Dec 1.",2005-12-01
407,414,2005,12,5,Iraq,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping ,Unknown,Unknown,33.0955793,44.1749775,"1 INGO international (French) staff kidnapped, Dec 5; later released.",2005-12-05
408,411,2005,12,11,Sudan,South Darfur,,Between Solong and Golo,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,11.329444,25.08565623,"1 UN nationals staff struck by a bullet and later died when five UN trucks attacked between Solong and Golo in South Darfur after having already delivered food, Dec 11.",2005-12-11
409,412,2005,12,19,South Sudan,Lakes ,Rumbek Central ,Rumbek,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown, Combat (or police operations) ,Unknown,6.75,30,"1 UN national staff injured during a clash between two families in Rumbek in Southern Sudan, Dec 19.",2005-12-19
417,419,2006,1,16,Guatemala,,Solola ,Solola ,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Rape,Ambush,Road ,14.8181883,-91.16233009,"1 INGO international staff member attacked and sexually assaulted in Solola while walking home, Jan 16.",2006-01-16
420,421,2006,3,1,Somalia,Lower Juba,Afmadow,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping ,Unknown,Unknown,0.51486,42.073009,"1 UN international (US) staff abducted in Afmadow, 260 miles southwest of Mogadishu, Wed March 1; released next day.",2006-03-01
421,507,2006,3,14,Sudan,South Kordofan,,"Kauda, on the El Fasher-Kabkabiya road",0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping ,Ambush,Road ,10.53018,29.93292,"3 INGO national staff kidnapped when a commercial truck hired by an INGO to transport items for its water and sanitation programme was hijacked at Kaura (on the El Fasher-Kabkabiya road) by three armed men, 14 March.",2006-03-14
422,422,2006,3,15,Sudan,Central Equatoria,Yei River ,Yei,3,0,0,0,0,0,1,1,0,2,1,0,0,1,2,1,0,3,3,0,0,Shooting (small arms ,Raid,Office,4.75,31,"1 UN international staff and 1 national staff guard shot and killed and 1 national staff guard wounded in attack on agency's compound in Yei, southern Sudan, March 15. No info on motives, but agency was preparing repatriation of Sudanese to that area. The international staff died on March 28 after having been airlifted to Nairobi.",2006-03-15
423,425,2006,3,19,Sudan,Western Equatoria ,Yambio ,Yambio,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping ,Unknown,Unknown,5,31,"One INGO national staff was abducted during an attack on Yambio in southern Sudan, March 19; released on March 22. Victim claimed that the attacking group belonged to the LRA and that its main motive was to loot food.",2006-03-19
424,424,2006,3,19,Sudan,Upper Nile,Malakal ,north of Malakal,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,Shooting (small arms ,Ambush,Road ,9.53342,31.66048,"Three INGO national staff were injured when their vehicle was fired upon by police officers described as belonging to the Shilluk King police (an org not known to UN Police), north of Malakal, southern Sudan, March 19. Two other INGO staff in the same vehicle were unharmed.",2006-03-19
425,426,2006,3,28,Sudan,West Darfur,,El Geneina,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,Bodily,Raid,Office,13.4435,22.4452278,"3 INGO national staff guards were beaten when a group of unidentified armed men forcefully entered an INGO compound in El Geneina, March 28. The attackers left with a Land Cruiser pick-up, a Thuraya phone and a mobile phone.",2006-03-28
427,428,2006,4,9,Central African Republic,Ombella-M'Poko,Yaloke-Bossembele,,3,0,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0,3,1,0,2,Shooting (small arms ,Ambush,Road ,5.25169,17.64362,"2 UN national staff doctors were killed and 1 national staff driver wounded by unknown armed men who fired on their vehicle between Bossembele and Yaloke, northwest of Bangui, April 9.",2006-04-09
